,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
2745,Cape Fear Community College,2.0,E. Brown,ELN,275,N01 (113762),Troubleshooting,$152,09:00AM - 09:25AM, Applied Technologies (NB), 209 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2746,Cape Fear Community College,1.0,"R. Hollyfield II, J. Munna",EMS,122,N01 (113763),EMS Clinical Practicum I,$76,No time given,TBA, SITE,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2747,Cape Fear Community College,4.0,"G. Harrell, J. Munna",EMS,130,NY01 (113764),Pharmacology,$304,01:00PM - 01:50PM, Advanced & Emerging Tech (NE), 203 ,Tuesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2748,Cape Fear Community College,2.0,"G. Harrell, J. Munna",EMS,131,NY01 (113765),Advanced Airway Management,$152,09:10AM - 09:50AM, Advanced & Emerging Tech (NE), 203 ,Tuesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2749,Cape Fear Community College,3.0,"G. Harrell, J. Munna",EMS,160,NY01 (113766),Cardiology I,$228,10:00AM - 10:50AM, Advanced & Emerging Tech (NE), 203 ,Wednesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2750,Cape Fear Community College,2.0,"G. Harrell, J. Munna",EMS,235,I01 (113767),EMS Management,$152,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2751,Cape Fear Community College,2.0,D. Dyches,EMS,240,NY01 (113768),Patients W/ Special Challenges,$152,09:40AM - 10:20AM, Advanced & Emerging Tech (NE), 203 ,Thursday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2752,Cape Fear Community College,4.0,J. Munna,EMS,241,N01 (113769),EMS Clinical Practicum IV,$304,No time given,TBA, SITE,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2753,Cape Fear Community College,3.0,J. Munna,EMS,280,NY01 (113770),EMS Bridging Course,$228,12:30PM - 01:20PM, Advanced & Emerging Tech (NE), 107 ,Thursday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2754,Cape Fear Community College,2.0,J. Munna,EMS,285,NY01 (113771),EMS Capstone,$152,01:30PM - 03:30PM, Advanced & Emerging Tech (NE), 107 ,Thursday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2755,Cape Fear Community College,3.0,To be Announced,ENG,002,D01 (119739),Transition English,$228,04:00PM - 05:50PM, Health Sciences/LRC (L), 202,"Monday, Wednesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2756,Cape Fear Community College,3.0,To be Announced,ENG,002,DY01 (119728),Transition English,$228,08:00AM - 09:50AM, Health Sciences/LRC (L), 210 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2757,Cape Fear Community College,3.0,To be Announced,ENG,002,DY02 (119729),Transition English,$228,08:00AM - 09:50AM, Health Sciences/LRC (L), 210 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2758,Cape Fear Community College,3.0,To be Announced,ENG,002,DY03 (119730),Transition English,$228,10:00AM - 11:50AM, Health Sciences/LRC (L), 210 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2759,Cape Fear Community College,3.0,To be Announced,ENG,002,DY04 (119731),Transition English,$228,10:00AM - 11:50AM, Health Sciences/LRC (L), 210 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2760,Cape Fear Community College,3.0,To be Announced,ENG,002,DY06 (119733),Transition English,$228,12:00PM - 01:50PM, Health Sciences/LRC (L), 210 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2761,Cape Fear Community College,3.0,To be Announced,ENG,002,DY07 (119734),Transition English,$228,02:00PM - 03:50PM, Health Sciences/LRC (L), 210 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2762,Cape Fear Community College,3.0,To be Announced,ENG,002,DY08 (119735),Transition English,$228,02:00PM - 03:50PM, Health Sciences/LRC (L), 210 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2763,Cape Fear Community College,3.0,To be Announced,ENG,002,DY09 (119736),Transition English,$228,04:00PM - 05:50PM, Health Sciences/LRC (L), 210 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2764,Cape Fear Community College,3.0,To be Announced,ENG,002,DYE01 (119741),Transition English,$228,05:00PM - 06:50PM, Health Sciences/LRC (L), 219 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2765,Cape Fear Community College,3.0,To be Announced,ENG,002,I01K (119740),Transition English,$228,No time given,TBA, cfcc.edu,Days to be Announced,02/08/2021-05/12/2021,13,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2766,Cape Fear Community College,3.0,To be Announced,ENG,002,IS01 (119738),Transition English,$228,04:00PM - 05:50PM, www.cfcc.edu, cfcc.edu ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2767,Cape Fear Community College,3.0,To be Announced,ENG,002,IS02 (119732),Transition English,$228,12:00PM - 01:50PM, www.cfcc.edu, cfcc.edu ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2768,Cape Fear Community College,3.0,To be Announced,ENG,002,NY01 (119742),Transition English,$228,09:00AM - 10:50AM, McKeithan Center (NA), 212 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2769,Cape Fear Community College,3.0,To be Announced,ENG,002,NY02 (119743),Transition English,$228,11:00AM - 12:50PM, McKeithan Center (NA), 212 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2770,Cape Fear Community College,2.0,M. Merrill,ENG,011,DWY02 (115208),Writing and Inquiry Support,$152,10:00AM - 11:50AM, McLeod Building (S), 401 ,Wednesday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2771,Cape Fear Community College,2.0,L. Moore,ENG,011,DWY05 (115214),Writing and Inquiry Support,$152,10:00AM - 11:50AM, Room to be Announced (more)...,TBA,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2772,Cape Fear Community College,2.0,J. Young,ENG,011,DWY07 (115218),Writing and Inquiry Support,$152,12:00PM - 01:50PM, McLeod Building (S), 401 ,Thursday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2773,Cape Fear Community College,2.0,B. Bennett,ENG,011,DWY09 (115224),Writing and Inquiry Support,$152,11:00AM - 12:50PM, McLeod Building (S), 400A ,Wednesday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2774,Cape Fear Community College,2.0,B. Weeks,ENG,011,DWY10 (115226),Writing and Inquiry Support,$152,09:00AM - 10:50AM, McLeod Building (S), 400A ,Thursday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2775,Cape Fear Community College,2.0,L. Richardson,ENG,011,IW01 (115187),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2776,Cape Fear Community College,2.0,J. Call,ENG,011,IW02 (115206),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2777,Cape Fear Community College,2.0,T. Jones,ENG,011,IW03 (115210),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2778,Cape Fear Community College,2.0,T. Jones,ENG,011,IW04 (115212),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2779,Cape Fear Community College,2.0,B. Floyd,ENG,011,IW06 (115219),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2780,Cape Fear Community College,2.0,C. Weaver,ENG,011,IW07 (115228),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2781,Cape Fear Community College,2.0,C. Saba,ENG,011,IW08 (115230),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2782,Cape Fear Community College,2.0,D. Lanigan,ENG,011,IW10 (115236),Writing and Inquiry Support,$152,No time given,TBA, cfcc.edu ,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2783,Cape Fear Community College,2.0,K. McEwen,ENG,011,NWY02 (115234),Writing and Inquiry Support,$152,11:00AM - 12:50PM, McKeithan Center (NA), 304 ,Thursday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2784,Cape Fear Community College,3.0,K. McEwen,ENG,101,I01 (113772),Applied Communications I,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2785,Cape Fear Community College,3.0,K. McEwen,ENG,101,I02 (113773),Applied Communications I,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,No equivalency found,No equivalency found
2786,Cape Fear Community College,3.0,K. McEwen,ENG,101,NY01 (113774),Applied Communications I,$228,01:00PM - 01:50PM, McKeithan Center (NA), 307 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2787,Cape Fear Community College,3.0,M. Merrill,ENG,111,DWY02 (115209),Writing and Inquiry,$228,10:00AM - 11:50AM, McLeod Building (S), 401 ,Monday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2788,Cape Fear Community College,3.0,L. Moore,ENG,111,DWY05 (115215),Writing and Inquiry,$228,10:00AM - 11:50AM, Room to be Announced (more)...,TBA,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2789,Cape Fear Community College,3.0,J. Young,ENG,111,DWY07 (115220),Writing and Inquiry,$228,12:00PM - 01:50PM, McLeod Building (S), 401 ,Tuesday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2790,Cape Fear Community College,3.0,B. Bennett,ENG,111,DWY09 (115223),Writing and Inquiry,$228,11:00AM - 12:50PM, McLeod Building (S), 400A ,Monday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2791,Cape Fear Community College,3.0,B. Weeks,ENG,111,DWY10 (115225),Writing and Inquiry,$228,09:00AM - 10:50AM, McLeod Building (S), 400A ,Tuesday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2792,Cape Fear Community College,3.0,K. Knight,ENG,111,DY01 (115143),Writing and Inquiry,$228,09:30AM - 10:40AM, Room to be Announced (more)...,TBA,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2793,Cape Fear Community College,3.0,C. Oakley,ENG,111,DY13 (115169),Writing and Inquiry,$228,12:00PM - 12:50PM, McLeod Building (S), 508 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2794,Cape Fear Community College,3.0,J. Young,ENG,111,DY17 (115152),Writing and Inquiry,$228,08:00AM - 09:10AM, McLeod Building (S), 308 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2795,Cape Fear Community College,3.0,J. Lahnstein,ENG,111,I01 (115172),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2796,Cape Fear Community College,3.0,M. Murfee,ENG,111,I01K (115174),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2797,Cape Fear Community College,3.0,M. Merrill,ENG,111,I01L (115173),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2798,Cape Fear Community College,3.0,J. Lahnstein,ENG,111,I02 (115182),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2799,Cape Fear Community College,3.0,R. Boettner,ENG,111,I02K (115175),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,02/08/2021-05/12/2021,13,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2800,Cape Fear Community College,3.0,J. Call,ENG,111,I03 (115183),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2801,Cape Fear Community College,3.0,A. Simmons,ENG,111,I03K (115176),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,02/08/2021-05/12/2021,13,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2802,Cape Fear Community College,3.0,J. Call,ENG,111,I04 (115184),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2803,Cape Fear Community College,3.0,M. Murfee,ENG,111,I04K (115177),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,02/08/2021-05/12/2021,13,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2804,Cape Fear Community College,3.0,J. Beatty,ENG,111,I05 (115185),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2805,Cape Fear Community College,3.0,T. Koch,ENG,111,I06 (115186),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2806,Cape Fear Community College,3.0,B. Weeks,ENG,111,I07 (115154),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2807,Cape Fear Community College,3.0,B. Floyd,ENG,111,I08 (115135),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2808,Cape Fear Community College,3.0,M. Merrill,ENG,111,I09 (115136),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2809,Cape Fear Community College,3.0,C. Weaver,ENG,111,I10 (115137),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2810,Cape Fear Community College,3.0,B. Piner,ENG,111,I11 (115138),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2811,Cape Fear Community College,3.0,J. Call,ENG,111,I12 (115139),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2812,Cape Fear Community College,3.0,C. Saba,ENG,111,I13 (115140),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2813,Cape Fear Community College,3.0,J. Young,ENG,111,I14 (115141),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2814,Cape Fear Community College,3.0,C. Weaver,ENG,111,I16 (115153),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2815,Cape Fear Community College,3.0,B. Piner,ENG,111,I17 (115151),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2816,Cape Fear Community College,3.0,J. Call,ENG,111,I18 (115144),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2817,Cape Fear Community College,3.0,C. Saba,ENG,111,I19 (115145),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2818,Cape Fear Community College,3.0,B. Piner,ENG,111,I20 (115146),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2819,Cape Fear Community College,3.0,B. Piner,ENG,111,I21 (115148),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2820,Cape Fear Community College,3.0,C. Weaver,ENG,111,I22 (115149),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2821,Cape Fear Community College,3.0,R. Boettner,ENG,111,I23 (115150),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2822,Cape Fear Community College,3.0,B. Bennett,ENG,111,I24 (115155),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2823,Cape Fear Community College,3.0,R. Boettner,ENG,111,I25 (115171),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2824,Cape Fear Community College,3.0,B. Weeks,ENG,111,I26 (115156),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2825,Cape Fear Community College,3.0,B. Weeks,ENG,111,I27 (115157),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2826,Cape Fear Community College,3.0,B. Weeks,ENG,111,I28 (115158),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2827,Cape Fear Community College,3.0,A. Simmons,ENG,111,I29 (115159),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2828,Cape Fear Community College,3.0,J. Lahnstein,ENG,111,I30 (115160),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2829,Cape Fear Community College,3.0,J. Lahnstein,ENG,111,I31 (115161),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2830,Cape Fear Community College,3.0,A. Simmons,ENG,111,I33 (115163),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2831,Cape Fear Community College,3.0,M. Merrill,ENG,111,I34 (115170),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2832,Cape Fear Community College,3.0,A. Simmons,ENG,111,I35 (115164),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2833,Cape Fear Community College,3.0,K. Knight,ENG,111,I36 (115165),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2834,Cape Fear Community College,3.0,J. Beatty,ENG,111,I37 (115162),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2835,Cape Fear Community College,3.0,C. Oakley,ENG,111,I38 (115167),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2836,Cape Fear Community College,3.0,C. Oakley,ENG,111,I39 (115168),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2837,Cape Fear Community College,3.0,L. Richardson,ENG,111,I40 (115191),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2838,Cape Fear Community College,3.0,K. Holian,ENG,111,I41 (115192),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2839,Cape Fear Community College,3.0,L. Richardson,ENG,111,I42 (115194),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2840,Cape Fear Community College,3.0,D. Lanigan,ENG,111,I44 (115196),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2841,Cape Fear Community College,3.0,C. Oakley,ENG,111,I45 (115166),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2842,Cape Fear Community College,3.0,L. Richardson,ENG,111,IW01 (115188),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2843,Cape Fear Community College,3.0,J. Call,ENG,111,IW02 (115207),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2844,Cape Fear Community College,3.0,T. Jones,ENG,111,IW03 (115211),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2845,Cape Fear Community College,3.0,T. Jones,ENG,111,IW04 (115213),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2846,Cape Fear Community College,3.0,B. Floyd,ENG,111,IW06 (115221),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2847,Cape Fear Community College,3.0,C. Weaver,ENG,111,IW07 (115227),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
