Column1,college,section,credits,instructor,dates,location
2244,Caldwell Community College and Technical Institute,BIO-168-680W (93925) Anatomy and Physiology I,4,R. Rhodes,"08/17/2020-12/16/2020 Classroom Hours Tuesday 09:30AM - 10:45AM, W372, Room 112 (more)...Comments: BIO-168-680W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
2245,Caldwell Community College and Technical Institute,BIO-168-681C (93825) Anatomy and Physiology I,4,A. Littell,"08/17/2020-12/16/2020 Classroom Hours Wednesday 09:00AM - 09:50AM, Building - F, Room 309 (more)...Comments: BIO-168-681C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2246,Caldwell Community College and Technical Institute,BIO-168-681W (93927) Anatomy and Physiology I,4,R. Rhodes,"08/17/2020-12/16/2020 Classroom Hours Thursday 09:30AM - 10:45AM, W372, Room 112 (more)...Comments: BIO-168-681W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
2247,Caldwell Community College and Technical Institute,BIO-168-682C (93827) Anatomy and Physiology I,4,A. Littell,"08/17/2020-12/16/2020 Classroom Hours Friday 09:00AM - 09:50AM, Building - F, Room 309 (more)...Comments: BIO-168-682C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2248,Caldwell Community College and Technical Institute,BIO-168-683C (93828) Anatomy and Physiology I,4,A. Littell,"08/17/2020-12/16/2020 Lab/Shop Hours Wednesday 01:00PM - 01:50PM, Building - F, Room 304 (more)...Comments: BIO-168-683C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2249,Caldwell Community College and Technical Institute,BIO-168-684C (95574) Anatomy and Physiology I,4,A. Williams,"08/17/2020-12/16/2020 Lab/Shop Hours Tuesday 11:00AM - 12:15PM, Building - F, Room 309 (more)...Comments: BIO-168-684C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2250,Caldwell Community College and Technical Institute,BIO-168-685C (95575) Anatomy and Physiology I,4,A. Williams,"08/17/2020-12/16/2020 Lab/Shop Hours Thursday 11:00AM - 12:15PM, Building - F, Room 304 (more)...Comments: BIO-168-685C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2251,Caldwell Community College and Technical Institute,BIO-168-686C (95576) Anatomy and Physiology I,4,D. DeViney,"08/17/2020-12/16/2020 Lab/Shop Hours Monday 05:00PM - 06:15PM, Building - F, Room 308 (more)...Comments: BIO-168-686C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2252,Caldwell Community College and Technical Institute,BIO-169-620 (93837) Anatomy and Physiology II,4,"A. Littell, S. Everett","08/17/2020-12/16/2020 Online Class Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday Times to be AnnouncedOnline Courses, Room ONLINE (more)...Comments: BIO-169-620 is an Internet course that may require on-campus or  proctored testing. Students will need to purchase an access code for lab.",On Line
2253,Caldwell Community College and Technical Institute,BIO-169-680C (93829) Anatomy and Physiology II,4,A. Littell,"08/17/2020-12/16/2020 Classroom Hours Monday 10:00AM - 10:50AM, Building - F, Room 309 (more)...Comments: BIO-169-680C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2254,Caldwell Community College and Technical Institute,BIO-169-680W (93931) Anatomy and Physiology II,4,R. Rhodes,"08/17/2020-12/16/2020 Classroom Hours Monday 11:00AM - 11:50AM, W372, Room 105 (more)...Comments: BIO-169-680W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
2255,Caldwell Community College and Technical Institute,BIO-169-681W (95618) Anatomy and Physiology II,4,R. Rhodes,"08/17/2020-12/16/2020 Classroom Hours Wednesday 11:00AM - 11:50AM, W372, Room 105 (more)...Comments: BIO-169-681W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
2256,Caldwell Community College and Technical Institute,BIO-275-680C (93830) Microbiology,4,D. DeViney,"08/17/2020-11/13/2020 Classroom Hours Tuesday 11:00AM - 12:15PM, Building - H, Room 307 (more)...Comments: BIO-275-680C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2257,Caldwell Community College and Technical Institute,BIO-275-680W (93934) Microbiology,4,E. Smith,"08/17/2020-12/16/2020 Classroom Hours Tuesday 11:00AM - 12:15PM, W372, Room 105 (more)...Comments: BIO-275-680W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus. Students  need to purchase the textbook with the access code.",Watauga
2258,Caldwell Community College and Technical Institute,BIO-275-681C (95579) Microbiology,4,D. DeViney,"08/17/2020-11/13/2020 Classroom Hours Thursday 11:00AM - 12:15PM, Building - H, Room 307 (more)...Comments: BIO-275-681C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2259,Caldwell Community College and Technical Institute,BIO-275-681W (95622) Microbiology,4,E. Smith,"08/17/2020-12/16/2020 Classroom Hours Thursday 11:00AM - 12:15PM, W372, Room 105 (more)...Comments: BIO-275-681W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus. Students  need to purchase the textbook with the access code.",Watauga
2260,Caldwell Community College and Technical Institute,BMT-212-680C (93994) BMET Instrumentation I,6,C. Nelson,"08/17/2020-12/16/2020 Lab/Shop Hours Tuesday 05:00PM - 08:00PM, Building - G, Room 106 (more)...Comments: BMT-212-680C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
2261,Caldwell Community College and Technical Institute,BMT-223-620 (93995) Imaging Tech./Laser Fund.,4,C. Nelson,"08/17/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BMT-223-620 is an Internet course that may require on-campus or  proctored testing.",Caldwell
2262,Caldwell Community College and Technical Institute,BPR-111-040CA (94168) Print Reading,2,F. Parker,"08/17/2020-09/15/2020 Lab/Shop Hours Monday, Wednesday 08:05AM - 09:25AM, Building - G, Room 111 (more)...Comments: BPR-111-040CA is limited to CASA students.",Caldwell
2263,Caldwell Community College and Technical Institute,BPR-111-040CB (95917) Print Reading,2,F. Parker,"08/17/2020-09/15/2020 Lab/Shop Hours Tuesday, Thursday 08:05AM - 09:25AM, Building - G, Room 111 (more)...Comments: BPR-111-040CB is limited to CASA students.",Caldwell
2264,Caldwell Community College and Technical Institute,BPR-111-050WA (96099) Print Reading,2,D. Miller,"08/17/2020-10/16/2020 Classroom Hours Monday, Tuesday 10:00AM - 11:30AM, WHS, Room WHS (more)...Comments: BPR-111-050WA is limiited to Career and College Promise students.",Watauga
2265,Caldwell Community College and Technical Institute,BPR-111-050WB (96100) Print Reading,2,D. Miller,"08/20/2020-10/16/2020 Classroom Hours Thursday, Friday 10:00AM - 11:30AM, WHS, Room WHS (more)...Comments: BPR-111-050WB is limiited to Career and College Promise students.",Watauga
2266,Caldwell Community College and Technical Institute,BPR-111-680CA (94202) Print Reading,2,S. Deal,"08/19/2020-10/15/2020 Lab/Shop Hours Wednesday 03:00PM - 04:50PM, Building - J, Room 240 (more)...Comments: BPR-111-680CA is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2267,Caldwell Community College and Technical Institute,BPR-111-680CB (95723) Print Reading,2,S. Deal,"08/19/2020-10/15/2020 Lab/Shop Hours Wednesday 05:00PM - 06:50PM, Building - J, Room 240 (more)...Comments: BPR-111-680CB is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2268,Caldwell Community College and Technical Institute,BPR-111-680CC (96207) Print Reading,2,S. Deal,"08/19/2020-10/15/2020 Lab/Shop Hours Wednesday 01:00PM - 02:50PM, Building - J, Room 240 (more)...Comments: BPR-111-680CC is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2269,Caldwell Community College and Technical Institute,BUS-110-030CA (95438) Introduction to Business,3,"C. Carr, K. Greene","08/17/2020-12/16/2020 Classroom Hours Monday 01:00PM - 02:15PM, Building K, Room 309 (more)...Comments: BUS-110-030CA is limited to early college students.",Caldwell
2270,Caldwell Community College and Technical Institute,BUS-110-030CB (95876) Introduction to Business,3,"C. Carr, K. Greene","08/17/2020-12/16/2020 Classroom Hours Wednesday 01:00PM - 02:15PM, Building K, Room 309 (more)...Comments: BUS-110-030CB is limited to early college students.",Caldwell
2271,Caldwell Community College and Technical Institute,BUS-110-031CA (95439) Introduction to Business,3,"M. Hubner, K. Greene","08/17/2020-12/16/2020 Classroom Hours Tuesday 01:00PM - 02:15PM, Building K, Room 309 (more)...Comments: BUS-110-031CA is limited to early college students.",Caldwell
2272,Caldwell Community College and Technical Institute,BUS-110-031CB (95877) Introduction to Business,3,"M. Hubner, K. Greene","08/17/2020-12/16/2020 Classroom Hours Thursday 01:00PM - 02:15PM, Building K, Room 309 (more)...Comments: BUS-110-031CB is limited to early college students.",Caldwell
2273,Caldwell Community College and Technical Institute,BUS-110-620 (93763) Introduction to Business,3,V. Braswell,"08/17/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BUS-110-620 is an Internet course that may require on-campus or  proctored testing.",On Line
2274,Caldwell Community College and Technical Institute,BUS-110-621 (93764) Introduction to Business,3,K. Greene,"10/16/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BUS-110-621 is an Internet course that may require on-campus or  proctored testing.",On Line
2275,Caldwell Community College and Technical Institute,BUS-110-780C (93765) Introduction to Business,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Monday 11:00AM - 11:50AM, Building - B, Room 118 (more)...Comments: BUS-110-780C is a videoconferencing/Internet/campus  combination course with the on-campus portion meeting on  Caldwell campus. Half of the students will meet in B 134.",Caldwell
2276,Caldwell Community College and Technical Institute,BUS-110-780W (93666) Introduction to Business,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Monday 11:00AM - 11:50AM, W372, Room 112 (more)...Comments: BUS-110-780W is a videoconferencing/Internet/campus  combination course with the on-campus portion meeting on  Watauga campus.",Watauga
2277,Caldwell Community College and Technical Institute,BUS-110-781C (93766) Introduction to Business,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Wednesday 11:00AM - 11:50AM, Building - B, Room 118 (more)...Comments: BUS-110-781C is a videoconferencing/Internet/campus  combination course with the on-campus portion meeting on  Caldwell campus. Half of the students will meet in B 134.",Caldwell
2278,Caldwell Community College and Technical Institute,BUS-110-781W (93667) Introduction to Business,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Wednesday 11:00AM - 11:50AM, W372, Room 112 (more)...Comments: BUS-110-781W is a videoconferencing/Internet/campus  combination course with the on-campus portion meeting on  Watauga campus.",Watauga
2279,Caldwell Community College and Technical Institute,BUS-115-620 (93767) Business Law I,3,S. Marsh,"08/17/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BUS-115-620 is an Internet course that may require on-campus or  proctored testing.",On Line
2280,Caldwell Community College and Technical Institute,BUS-115-781C (96268) Business Law I,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Tuesday 11:00AM - 12:15PM, Building - B, Room 118 (more)...Comments: BUS-115-781C is a videoconferencing/Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
2281,Caldwell Community College and Technical Institute,BUS-115-781W (96269) Business Law I,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Tuesday 11:00AM - 12:15PM, W372, Room 101 (more)...Comments: BUS-115-781W is a videoconferencing/Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
2282,Caldwell Community College and Technical Institute,BUS-121-620 (93771) Business Math,3,M. Sawyer,"08/17/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BUS-121-620 is an Internet course that may require on-campus or  proctored testing.",On Line
2283,Caldwell Community College and Technical Institute,BUS-137-620 (93774) Principles of Management,3,K. Greene,"08/17/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BUS-137-620 is an Internet course that may require on-campus or  proctored testing.",On Line
2284,Caldwell Community College and Technical Institute,BUS-137-781C (96271) Principles of Management,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Thursday 11:00AM - 12:15PM, Building - B, Room 118 (more)...Comments: BUS-137-781C is a videoconferencing/Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
2285,Caldwell Community College and Technical Institute,BUS-137-781W (96272) Principles of Management,3,M. Hubner,"08/17/2020-12/16/2020 Classroom Hours Thursday 11:00AM - 12:15PM, W372, Room 101 (more)...Comments: BUS-137-781W is a videoconferencing/Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
2286,Caldwell Community College and Technical Institute,BUS-230-620 (93777) Small Business Management,3,B. Dunlap,"08/17/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: BUS-230-620 is an Internet course that may require on-campus or  proctored testing.",On Line
2287,Caldwell Community College and Technical Institute,CHM-151-620 (95582) General Chemistry I,4,"J. Marsh, S. Williams","08/17/2020-12/16/2020 Online Class Monday, Tuesday, Wednesday, Thursday, Friday, Saturday Times to be AnnouncedOnline Courses, Room ONLINE (more)...Comments: CHM-151-620 is an Internet course that may require on-campus or  proctored testing.",On Line
2288,Caldwell Community College and Technical Institute,CHM-151-680C (93832) General Chemistry I,4,J. Marsh,"08/17/2020-12/16/2020 Classroom Hours Tuesday 11:00AM - 12:15PM, Building - A, Room 207 (more)...Comments: CHM-151-680C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
2289,Caldwell Community College and Technical Institute,CHM-151-681C (93841) General Chemistry I,4,J. Marsh,"08/17/2020-12/16/2020 Classroom Hours Thursday 11:00AM - 12:15PM, Building - A, Room 207 (more)...Comments: CHM-151-681C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
2290,Caldwell Community College and Technical Institute,CHM-151-682C (95583) General Chemistry I,4,J. Marsh,"08/17/2020-12/16/2020 Classroom Hours Tuesday 01:00PM - 02:15PM, Building - A, Room 207 (more)...Comments: CHM-151-682C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
2291,Caldwell Community College and Technical Institute,CHM-151-683C (95584) General Chemistry I,4,J. Marsh,"08/17/2020-12/16/2020 Classroom Hours Thursday 01:00PM - 02:15PM, Building - A, Room 207 (more)...Comments: CHM-151-683C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
2292,Caldwell Community College and Technical Institute,CIS-110-040CA (93593) Introduction to Computers,3,R. Powell,"08/17/2020-12/16/2020 Classroom Hours Monday 11:00AM - 12:25PM, Building - F, Room 219 (more)...Comments: CIS-110-040CA is limited to CASA students.",Caldwell
2293,Caldwell Community College and Technical Institute,CIS-110-041CA (93594) Introduction to Computers,3,T. Mendenhall,"08/17/2020-12/16/2020 Classroom Hours Tuesday 11:00AM - 12:25PM, Building - F, Room 212 (more)...Comments: CIS-110-041CA is limited to CASA students.",Caldwell
2294,Caldwell Community College and Technical Institute,CIS-110-041CB (95909) Introduction to Computers,3,T. Mendenhall,"08/17/2020-12/16/2020 Classroom Hours Thursday 11:00AM - 12:25PM, Building - F, Room 212 (more)...Comments: CIS-110-041CB is limited to CASA students.",Caldwell
2295,Cape Fear Community College,ACA-090-I01A (112865) Student Success Strategies,3,R. Metty,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2296,Cape Fear Community College,ACA-090-I01Z (117511) Student Success Strategies,3,R. Metty,"10/19/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2297,Cape Fear Community College,ACA-090-I02A (112866) Student Success Strategies,3,R. Metty,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2298,Cape Fear Community College,ACA-090-I02Z (119715) Student Success Strategies,3,R. Metty,"10/19/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2299,Cape Fear Community College,ACA-090-I03A (116247) Student Success Strategies,3,J. Lahnstein,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2300,Cape Fear Community College,ACA-090-I04A (116632) Student Success Strategies,3,M. Mason,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2301,Cape Fear Community College,ACA-090-I05A (117295) Student Success Strategies,3,T. White,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2302,Cape Fear Community College,ACA-090-I06A (117363) Student Success Strategies,3,J. Lahnstein,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2303,Cape Fear Community College,ACA-090-I07A (117401) Student Success Strategies,3,T. White,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2304,Cape Fear Community College,ACA-111-I01A (108856) College Student Success,1,R. Metty,"08/21/2020-10/16/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2305,Cape Fear Community College,ACA-122-I01 (108869) College Transfer Success,1,T. White,"08/21/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2306,Cape Fear Community College,ACA-122-I01A (108870) College Transfer Success,1,A. Danielson,"08/21/2020-10/16/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2307,Cape Fear Community College,ACA-122-I01K (108871) College Transfer Success,1,T. Pena,"09/21/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2308,Cape Fear Community College,ACA-122-I01L (108872) College Transfer Success,1,L. Richardson,"08/21/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2309,Cape Fear Community College,ACA-122-I01Z (108873) College Transfer Success,1,J. Miller,"10/19/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2310,Cape Fear Community College,ACA-122-I02 (108874) College Transfer Success,1,L. Richardson,"08/21/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2311,Cape Fear Community College,ACA-122-I02K (108876) College Transfer Success,1,T. Pena,"09/21/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2312,Cape Fear Community College,ACA-122-I02Z (115932) College Transfer Success,1,J. Young,"10/19/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2313,Cape Fear Community College,ACA-122-I03 (108878) College Transfer Success,1,D. Lanigan,"08/21/2020-12/17/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2314,Cape Fear Community College,ACA-122-I03A (108879) College Transfer Success,1,A. Danielson,"08/21/2020-10/16/2020 Lab/Shop Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2315,Cape Fear Community College,ATR-280-NY01 (116921) Robotic Fundamentals,4,J. Randall,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday 12:00PM - 01:15PM, Applied Technologies (NB), Room 144 (more)...",North Campus
2316,Cape Fear Community College,AUB-111-DY01 (116934) Painting & Refinishing I,4,"E. Hernandez, M. Dixon","08/21/2020-12/17/2020 Classroom Hours Tuesday 08:00AM - 09:45AM, Auto Body (K), Room 107 (more)...",Wilmington Campus
2317,Cape Fear Community College,AUB-121-DY01 (116932) Non-Structural Damage I,3,E. Hernandez,"08/21/2020-12/17/2020 Classroom Hours Monday 08:00AM - 08:45AM, Auto Body (K), Room 107 (more)...",Wilmington Campus
2318,Cape Fear Community College,AUB-131-DY01 (116935) Structural Damage I,4,E. Hernandez,"08/21/2020-12/17/2020 Classroom Hours Monday 10:00AM - 11:45AM, Auto Body (K), Room 107 (more)...",Wilmington Campus
2319,Cape Fear Community College,AUC-114-BY01 (116939) Custom Fiberglass Skills,4,"F. Hill, E. Hernandez","08/24/2020-12/22/2020 Classroom Hours Monday, Wednesday 12:30PM - 01:20PM, Pender Bus Garage, Room PBG (more)...",High Sch - Pender County
2320,Cape Fear Community College,AUC-114-DY01 (116941) Custom Fiberglass Skills,4,C. Bradshaw,"08/21/2020-12/17/2020 Classroom Hours Tuesday 12:30PM - 02:15PM, Auto Body (K), Room 107 (more)...",Wilmington Campus
2321,Cape Fear Community College,AUC-115-BY01 (116943) Glass Customizing Methods,4,"F. Hill, E. Hernandez","08/24/2020-12/22/2020 Classroom Hours Tuesday, Thursday 12:30PM - 01:20PM, Pender Bus Garage, Room PBG (more)...",High Sch - Pender County
2322,Cape Fear Community College,AUC-115-DY01 (116952) Glass Customizing Methods,4,C. Bradshaw,"08/21/2020-12/17/2020 Classroom Hours Tuesday 02:30PM - 04:15PM, Workforce Training Center (F), Room 112 (more)...",Wilmington Campus
2323,Cape Fear Community College,AUC-117-BY01 (116953) Custom Airbrushing,4,"F. Hill, E. Hernandez","08/24/2020-12/22/2020 Classroom Hours Tuesday, Thursday 09:00AM - 09:50AM, Pender Bus Garage, Room PBG (more)...",High Sch - Pender County
2324,Cape Fear Community College,AUT-116-DYE01 (116954) Engine Repair,3,J. Cobb,"08/21/2020-12/17/2020 Classroom Hours Wednesday 05:00PM - 06:45PM, Workforce Training Center (F), Room 112 (more)...",Wilmington Campus
2325,Cape Fear Community College,AUT-116A-DE01 (109025) Engine Repair Lab,1,J. Cobb,"08/27/2020-12/17/2020 Lab/Shop Hours Thursday 06:00PM - 08:50PM, Workforce Training Center (F), Room 125",Wilmington Campus
2326,Cape Fear Community College,AUT-151-DY01 (116955) Brake Systems,3,T. Butler,"08/21/2020-12/17/2020 Classroom Hours Thursday, Friday 08:00AM - 08:45AM, Workforce Training Center (F), Room 112 (more)...",Wilmington Campus
2327,Cape Fear Community College,AUT-151A-D01 (109027) Brakes Systems Lab,1,T. Butler,"08/21/2020-12/11/2020 Lab/Shop Hours Friday 09:00AM - 11:50AM, Workforce Training Center (F), Room 125",Wilmington Campus
2328,Cape Fear Community College,AUT-281-DYE01 (116956) Adv Engine Performance,3,J. Cobb,"08/21/2020-12/17/2020 Classroom Hours Friday 05:00PM - 06:45PM, Workforce Training Center (F), Room 112 (more)...",Wilmington Campus
2329,Cape Fear Community College,BAF-110-I01 (109029) Principles of Banking,3,B. Shaw,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2330,Cape Fear Community College,BAS-120-I01 (109031) Intro to Analytics,3,J. Branner,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2331,Cape Fear Community College,BAS-150-I01 (109032) Intro to Analytical Program.,3,M. Watson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2332,Cape Fear Community College,BAS-221-I01 (109033) Intro to Predictive Analytics,3,J. Branner,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2333,Cape Fear Community College,BAS-240-I01 (109034) Data Structures for Analytics,3,J. Branner,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2334,Cape Fear Community College,BIO-110-I01 (109041) Principles of Biology,4,B. Parnell,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2335,Cape Fear Community College,BIO-110-I01K (111805) Principles of Biology,4,B. Parnell,"09/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2336,Cape Fear Community College,BIO-110-I02 (109042) Principles of Biology,4,A. Branson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2337,Cape Fear Community College,BIO-110-I02K (111806) Principles of Biology,4,J. Snoberger,"09/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2338,Cape Fear Community College,BIO-110-I03 (109044) Principles of Biology,4,B. Parnell,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2339,Cape Fear Community College,BIO-110-I04 (111809) Principles of Biology,4,D. Norris,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2340,Cape Fear Community College,BIO-110-I05 (116542) Principles of Biology,4,D. Norris,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2341,Cape Fear Community College,BIO-110-I06 (116544) Principles of Biology,4,D. Norris,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2342,Cape Fear Community College,BIO-110-I07 (116545) Principles of Biology,4,J. Snoberger,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2343,Cape Fear Community College,BIO-110-I08 (116546) Principles of Biology,4,J. Snoberger,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2344,Cape Fear Community College,BIO-110-I09 (116547) Principles of Biology,4,M. Doyle,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2345,Cape Fear Community College,BIO-111-DY02 (117276) General Biology I,4,J. Gee,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday 09:00AM - 10:10AM, Science Bldg(N), Room 202 (more)...",Wilmington Campus
2346,Cape Fear Community College,BIO-111-DY03 (117394) General Biology I,4,D. Norris,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday 02:00PM - 03:10PM, Science Bldg(N), Room 202 (more)...",Wilmington Campus
2347,Cape Fear Community College,BIO-111-I01 (112900) General Biology I,4,M. Shipp-Pennock,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2348,Cape Fear Community College,BIO-111-I01K (117493) General Biology I,4,S. McMurray,"09/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2349,Cape Fear Community College,BIO-111-I02 (115522) General Biology I,4,J. Gee,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
