,College,Credits:,Instructor,Course Subject,Class ID,Section Number,Course Name,Time of Course,Course Building,Course Room,Class Days,Dates,Location
6264,Craven Community College,2.0,P. Batten,COS,115AB,NW1 (57438),Cosmetology Concepts III,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6265,Craven Community College,2.0,"P. Batten, E. Canada",COS,115BB,NW1 (57439),Cosmetology Concepts III,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6266,Craven Community College,2.0,P. Batten,COS,116AB,NW1 (57440),Salon III,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6267,Craven Community College,2.0,"P. Batten, E. Canada",COS,116BB,NW1 (57481),Salon III,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6268,Craven Community College,2.0,"P. Batten, T. George-Harden",COS,117,NW1 (57441),Cosmetology Concepts IV,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6269,Craven Community College,7.0,"P. Batten, E. Canada, T. George-Harden",COS,118,ND2 (57449),Salon IV,08:00AM - 12:00PM, Kelso Hall, 114 ,"Wednesday, Thursday, Friday",08/19/2020-12/18/2020,Main Campus
6270,Craven Community College,2.0,S. Miller,COS,119,NW1 (57444),Esthetics Concepts I,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6271,Craven Community College,6.0,S. Miller,COS,120,NDY1 (57450),Esthetics Salon I,08:00AM - 12:00PM, Kelso Hall, 00115 ,"Monday, Tuesday",08/19/2020-12/18/2020,Main Campus
6272,Craven Community College,3.0,V. Walker,CSC,134,NW1 (51949),C++ Programming,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6273,Craven Community College,3.0,R. Husson,CTI,110,NDY1 (51982),"Web, Pgm, & Db Foundation",12:30PM - 02:10PM, Business & Info Tech, 00118 ,Wednesday,08/19/2020-12/18/2020,Main Campus
6274,Craven Community College,3.0,R. Husson,CTI,110,NDY2 (57487),"Web, Pgm, & Db Foundation",02:15PM - 03:45PM, Business & Info Tech, 00118 ,Wednesday,08/19/2020-12/18/2020,Main Campus
6275,Craven Community College,3.0,R. Husson,CTI,110,NW1 (51958),"Web, Pgm, & Db Foundation",No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6276,Craven Community College,3.0,B. Nicolajsen,CTI,120,NDY1 (51984),Network & Sec Foundation,01:00PM - 02:10PM, Business & Info Tech, 00123 ,Monday,08/19/2020-12/18/2020,Main Campus
6277,Craven Community College,3.0,B. Nicolajsen,CTI,120,NDY2 (57488),Network & Sec Foundation,02:20PM - 03:30PM, Business & Info Tech, 00123 ,Monday,08/19/2020-12/18/2020,Main Campus
6278,Craven Community College,3.0,V. Walker,CTI,120,NW1 (51959),Network & Sec Foundation,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6279,Craven Community College,3.0,B. Nicolajsen,CTI,141,NDY1 (56756),Cloud & Storage Concepts,01:00PM - 03:00PM, Business & Info Tech, 00123 ,Wednesday,08/19/2020-12/18/2020,Main Campus
6280,Craven Community College,3.0,B. Nicolajsen,CTI,141,NW1 (56757),Cloud & Storage Concepts,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6281,Craven Community College,3.0,A. Walker,CTS,115,NW1 (51960),Info Sys Business Concepts,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6282,Craven Community College,3.0,E. Busch,CTS,120,NEY1 (56758),Hardware/Software Support,05:30PM - 08:30PM, Business & Info Tech, 00122 ,Thursday,08/19/2020-12/18/2020,Main Campus
6283,Craven Community College,3.0,A. Walker,CTS,130,NDY1 (51987),Spreadsheet,12:30PM - 02:10PM, Business & Info Tech, 00208 ,Monday,08/19/2020-12/18/2020,Main Campus
6284,Craven Community College,3.0,A. Walker,CTS,130,NW1 (51961),Spreadsheet,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6285,Craven Community College,3.0,A. Walker,CTS,240,NW1 (51964),Project Management,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6286,Craven Community College,3.0,A. Walker,DBA,120,NW1 (51966),Database Programming I,No time given,TBA, LINE,Days to be Announced,08/19/2020-12/18/2020,Online
6287,Craven Community College,2.0,A. Morini,DFT,111,ND1 (56713),Technical Drafting I,03:00PM - 03:50PM, BSH, 00114 ,Monday,08/19/2020-12/18/2020,Main Campus
6288,Craven Community College,3.0,J. Brown,DFT,151,ND1 (56715),CAD I,10:30AM - 11:20AM, BSH, 00114 ,"Tuesday, Thursday",08/19/2020-12/18/2020,Main Campus
6289,Craven Community College,3.0,J. Brown,DFT,152,ND1 (56716),CAD II,08:00AM - 09:05AM, BSH, 00114 ,Monday,08/19/2020-12/18/2020,Main Campus
6290,Davidson County Community College,3.0,L. Perry,ACA,090,1WA (6056),Student Success Strategies,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6291,Davidson County Community College,3.0,L. Perry,ACA,090,1WB (6057),Student Success Strategies,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6292,Davidson County Community College,3.0,D. Ford,ACA,090,1YB (6041),Student Success Strategies,12:30PM - 01:50PM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6293,Davidson County Community College,3.0,K. Bays,ACA,090,2WA (6058),Student Success Strategies,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6294,Davidson County Community College,3.0,C. Cook,ACA,090,2WB (8251),Student Success Strategies,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6295,Davidson County Community College,1.0,"R. Bridges, D. Edwards, K. Wells",ACA,115,1WA (7632),Success & Study Skills,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6296,Davidson County Community College,1.0,C. Kirwan,ACA,122,1DYA (7537),College Transfer Success,11:00AM - 11:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6297,Davidson County Community College,1.0,L. Perry,ACA,122,1WA (6059),College Transfer Success,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6298,Davidson County Community College,1.0,L. Perry,ACA,122,1WB (6060),College Transfer Success,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6299,Davidson County Community College,1.0,D. Ford,ACA,122,1YA (6043),College Transfer Success,10:00AM - 10:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6300,Davidson County Community College,1.0,D. Ford,ACA,122,1YB (6044),College Transfer Success,11:00AM - 11:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6301,Davidson County Community College,1.0,D. Ford,ACA,122,1YC (6045),College Transfer Success,09:30AM - 10:20AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6302,Davidson County Community College,1.0,L. Brown,ACA,122,2WA (6061),College Transfer Success,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6303,Davidson County Community College,1.0,K. Jones,ACA,122,2WB (6062),College Transfer Success,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6304,Davidson County Community College,1.0,K. Jones,ACA,122,2WC (8264),College Transfer Success,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6305,Davidson County Community College,1.0,To be Announced,ACA,122,2WD (8502),College Transfer Success,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6306,Davidson County Community College,1.0,D. Ford,ACA,122,2YA (6054),College Transfer Success,09:30AM - 10:20AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6307,Davidson County Community College,1.0,D. Ford,ACA,122,2YB (6055),College Transfer Success,10:00AM - 10:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6308,Davidson County Community College,4.0,G. Carlton,ACC,120,WA (6071),Prin of Financial Accounting,No time given,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Online
6309,Davidson County Community College,4.0,G. Carlton,ACC,120,WB (8057),Prin of Financial Accounting,No time given,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Online
6310,Davidson County Community College,3.0,S. Carter,EDU,280,2A (6450),Language/Literacy Experiences,11:10AM - 01:50PM, Mary Briggs Technology Bldg, 00223This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6311,Davidson County Community College,4.0,S. Carter,EDU,284,YA (6451),Early Child Capstone Prac,02:10PM - 03:00PM,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6312,Davidson County Community College,3.0,D. Anders,ELC,111,1YA (6135),Intro to Electricity,12:00PM - 12:50PM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6313,Davidson County Community College,4.0,D. Anders,ELC,115,2YA (6138),Industrial Wiring,12:30PM - 01:20PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6314,Davidson County Community College,4.0,R. Perryman,ELC,115,YA (6136),Industrial Wiring,08:00AM - 09:50AM,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6315,Davidson County Community College,4.0,D. Anders,ELC,131,1YA (6139),Circuit Analysis I,12:30PM - 01:25PM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6316,Davidson County Community College,4.0,R. Perryman,ELC,131,YA (6140),Circuit Analysis I,08:00AM - 09:20AM,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6317,Davidson County Community College,4.0,R. Perryman,ELC,228,1YA (6141),PLC Applications,08:00AM - 08:40AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6318,Davidson County Community College,4.0,R. Perryman,ELN,133,2YA (6142),Digital Electronics,08:00AM - 09:30AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6319,Davidson County Community College,9.0,"H. Stowe, C. Gage, C. Baker, R. Hutchi (more)",EMS,110,YA (6774),EMT,01:00PM - 03:30PM,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6320,Davidson County Community College,2.0,"C. Gage, H. Stowe, J. Wilson",EMS,150,5YA (6775),Emergency Vehicles & EMS Comm,No time given,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6321,Davidson County Community College,3.0,"C. Gage, H. Stowe",EMS,160,5YA (6777),Cardiology I,09:00AM - 11:30AM,TBA,Online,Days to be Announced,08/17/2020-09/17/2020,Main Davidson Campus
6322,Davidson County Community College,3.0,"C. Gage, H. Stowe",EMS,220,5YA (6778),Cardiology II,09:00AM - 11:30AM,TBA,Online,Days to be Announced,09/18/2020-10/29/2020,Main Davidson Campus
6323,Davidson County Community College,3.0,"R. Reed, H. Stowe",EMS,231,A (6776),EMS Clinical Pract III,12:30PM - 12:50PM,TBA," 00100
08/17/2020-12/11/2020 Clinical Hours Days to be Announced, Times to be AnnouncedTo Be Announced, ",Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6324,Davidson County Community College,2.0,H. Stowe,EMS,235,1WA (6792),EMS Management,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6325,Davidson County Community College,2.0,"C. Gage, H. Stowe",EMS,240,5YA (6788),Patients W/ Special Challenges,09:00AM - 11:30AM,TBA,Online,Days to be Announced,11/20/2020-12/11/2020,Main Davidson Campus
6326,Davidson County Community College,2.0,"C. Gage, H. Stowe",EMS,260,5YA (6779),Trauma Emergencies,09:00AM - 11:30AM,TBA,Online,Days to be Announced,10/30/2020-11/19/2020,Main Davidson Campus
6327,Davidson County Community College,3.0,N. Waldeck,ENG,002,1YA (5705),Transition English,08:00AM - 09:50AM,TBA,Online,Days to be Announced,08/17/2020-10/09/2020,Main Davidson Campus
6328,Davidson County Community College,3.0,K. Spaugh,ENG,002,1YB (5706),Transition English,10:00AM - 11:50AM,TBA,Online,Days to be Announced,08/17/2020-10/09/2020,Main Davidson Campus
6329,Davidson County Community College,3.0,N. Waldeck,ENG,002,2YA (5735),Transition English,08:00AM - 09:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6330,Davidson County Community College,3.0,K. Spaugh,ENG,002,2YB (5736),Transition English,10:00AM - 11:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6331,Davidson County Community College,2.0,L. Bowman,ENG,011,1A (6554),Writing and Inquiry Support,10:00AM - 11:45AM, Gee Bldg," N107
08/17/2020-10/11/2020 Lab/Shop Hours Wednesday, Friday 10:00AM - 11:45AM, Gee Bldg, ","Monday, Wednesday, Friday",08/17/2020-10/11/2020,Main Davidson Campus
6332,Davidson County Community College,2.0,A. McBride,ENG,011,1DYA (7936),Writing and Inquiry Support,09:00AM - 09:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6333,Davidson County Community College,2.0,M. Smith,ENG,011,1WA (6560),Writing and Inquiry Support,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6334,Davidson County Community College,2.0,K. Landres,ENG,011,1WVA (7647),Writing and Inquiry Support,No time given,TBA,Online,Days to be Announced,08/17/2020-10/10/2020,Online
6335,Davidson County Community College,2.0,K. Spaugh,ENG,011,1YC (6555),Writing and Inquiry Support,12:30PM - 02:00PM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6336,Davidson County Community College,2.0,A. McBride,ENG,011,2DYR (7542),Writing and Inquiry Support,12:30PM - 03:00PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6337,Davidson County Community College,2.0,M. Smith,ENG,011,2WA (6562),Writing and Inquiry Support,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6338,Davidson County Community College,2.0,To be Announced,ENG,011,2WB (8313),Writing and Inquiry Support,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6339,Davidson County Community College,2.0,L. Bowman,ENG,011,2YA (6557),Writing and Inquiry Support,10:00AM - 11:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6340,Davidson County Community College,3.0,J. Foster,ENG,111,1A (6563),Writing and Inquiry,08:00AM - 09:45AM, Gee Bldg, N107This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6341,Davidson County Community College,3.0,J. Foster,ENG,111,1AR (6564),Writing and Inquiry,08:00AM - 09:45AM, Gee Bldg, N107This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6342,Davidson County Community College,3.0,J. Foster,ENG,111,1B (6565),Writing and Inquiry,12:30PM - 02:15PM, Gee Bldg, S208This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6343,Davidson County Community College,3.0,J. Foster,ENG,111,1BR (6566),Writing and Inquiry,12:30PM - 02:15PM, Gee Bldg, S208This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6344,Davidson County Community College,3.0,E. Hill,ENG,111,1C (6594),Writing and Inquiry,08:00AM - 09:45AM, Gee Bldg, N108This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6345,Davidson County Community College,3.0,E. Hill,ENG,111,1CR (6597),Writing and Inquiry,08:00AM - 09:45AM, Gee Bldg, N108This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6346,Davidson County Community College,3.0,E. Rogers,ENG,111,1DC (7221),Writing and Inquiry,12:30PM - 03:00PM, Health Technology Bldg," 00110Section meets at Davie Campus, Mocksville.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.","Tuesday, Thursday",08/18/2020-10/08/2020,Main Davie Campus
6347,Davidson County Community College,3.0,C. Kirwan,ENG,111,1DYA (7201),Writing and Inquiry,09:00AM - 09:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6348,Davidson County Community College,3.0,C. Kirwan,ENG,111,1DYB (7206),Writing and Inquiry,10:00AM - 10:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6349,Davidson County Community College,3.0,C. Kirwan,ENG,111,1DYBR (8282),Writing and Inquiry,10:00AM - 10:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6350,Davidson County Community College,3.0,J. Foster,ENG,111,1E (6598),Writing and Inquiry,10:00AM - 11:45AM, Gee Bldg, N108This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6351,Davidson County Community College,3.0,J. Foster,ENG,111,1ER (6602),Writing and Inquiry,10:00AM - 11:45AM, Gee Bldg, N108This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6352,Davidson County Community College,3.0,G. Jolliff,ENG,111,1F (6603),Writing and Inquiry,08:00AM - 10:45AM, Gee Bldg, S208This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",08/18/2020-10/08/2020,Main Davidson Campus
6353,Davidson County Community College,3.0,M. Williamson,ENG,111,1H (6608),Writing and Inquiry,11:30AM - 02:15PM, Gee Bldg, N107Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",08/18/2020-10/08/2020,Main Davidson Campus
6354,Davidson County Community College,3.0,M. Williamson,ENG,111,1HR (6610),Writing and Inquiry,11:30AM - 02:15PM, Gee Bldg, N107Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",08/18/2020-10/08/2020,Main Davidson Campus
6355,Davidson County Community College,3.0,M. Smith,ENG,111,1WA (6642),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6356,Davidson County Community College,3.0,M. Smith,ENG,111,1WAR (6643),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6357,Davidson County Community College,3.0,S. Blackburn,ENG,111,1WB (6644),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6358,Davidson County Community College,3.0,S. Blackburn,ENG,111,1WBR (6645),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6359,Davidson County Community College,3.0,C. Wooten,ENG,111,1WC (6646),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6360,Davidson County Community College,3.0,C. Wooten,ENG,111,1WCR (6648),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6361,Davidson County Community College,3.0,C. Cook,ENG,111,1WE (6649),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6362,Davidson County Community College,3.0,C. Cook,ENG,111,1WER (6650),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6363,Davidson County Community College,3.0,E. Hill,ENG,111,1YJ (7496),Writing and Inquiry,02:00PM - 03:15PM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6364,Davidson County Community College,3.0,K. Landres,ENG,111,1YVA (7645),Writing and Inquiry,12:00PM - 01:59PM,TBA,Online,Days to be Announced,08/17/2020-10/10/2020,Online
6365,Davidson County Community College,3.0,K. Landres,ENG,111,1YVAR (7646),Writing and Inquiry,12:00PM - 01:59PM,TBA,Online,Days to be Announced,08/17/2020-10/10/2020,Online
6366,Davidson County Community College,3.0,G. Jolliff,ENG,111,2A (6622),Writing and Inquiry,08:00AM - 09:50AM, Gee Bldg, N107This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6367,Davidson County Community College,3.0,G. Jolliff,ENG,111,2AR (6623),Writing and Inquiry,08:00AM - 09:50AM, Gee Bldg, N107This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6368,Davidson County Community College,3.0,G. Jolliff,ENG,111,2B (6624),Writing and Inquiry,12:30PM - 02:20PM, Gee Bldg, N108This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6369,Davidson County Community College,3.0,G. Jolliff,ENG,111,2BR (6625),Writing and Inquiry,12:30PM - 02:20PM, Gee Bldg, N108This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6370,Davidson County Community College,3.0,M. Williamson,ENG,111,2C (6626),Writing and Inquiry,08:00AM - 09:50AM, Gee Bldg, N108Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6371,Davidson County Community College,3.0,M. Williamson,ENG,111,2CR (6627),Writing and Inquiry,08:00AM - 09:50AM, Gee Bldg, N108Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6372,Davidson County Community College,3.0,E. Rogers,ENG,111,2DYA (7245),Writing and Inquiry,01:00PM - 02:50PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6373,Davidson County Community College,3.0,E. Rogers,ENG,111,2DYAR (8300),Writing and Inquiry,01:00PM - 02:50PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6374,Davidson County Community College,3.0,M. Williamson,ENG,111,2E (6628),Writing and Inquiry,10:00AM - 11:50AM, Gee Bldg, S208Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6375,Davidson County Community College,3.0,M. Williamson,ENG,111,2ER (6629),Writing and Inquiry,10:00AM - 11:50AM, Gee Bldg, S208Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6376,Davidson County Community College,3.0,J. Foster,ENG,111,2F (6630),Writing and Inquiry,11:30AM - 02:20PM, Gee Bldg, S208This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6377,Davidson County Community College,3.0,E. Hill,ENG,111,2G (6631),Writing and Inquiry,08:00AM - 10:50AM, Gee Bldg, N107This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6378,Davidson County Community College,3.0,E. Hill,ENG,111,2GR (6632),Writing and Inquiry,08:00AM - 10:50AM, Gee Bldg, N107This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6379,Davidson County Community College,3.0,K. Landres,ENG,111,2H (6633),Writing and Inquiry,08:00AM - 10:50AM, Gee Bldg, S208This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6380,Davidson County Community College,3.0,K. Landres,ENG,111,2HR (6634),Writing and Inquiry,08:00AM - 10:50AM, Gee Bldg, S208This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6381,Davidson County Community College,3.0,E. Hill,ENG,111,2WA (6651),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6382,Davidson County Community College,3.0,E. Hill,ENG,111,2WAR (6652),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6383,Davidson County Community College,3.0,K. Landres,ENG,111,2WB (6653),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6384,Davidson County Community College,3.0,K. Landres,ENG,111,2WBR (6654),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6385,Davidson County Community College,3.0,M. Smith,ENG,111,2WC (6655),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6386,Davidson County Community College,3.0,M. Smith,ENG,111,2WCR (6656),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6387,Davidson County Community College,3.0,C. Wooten,ENG,111,2WE (8514),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6388,Davidson County Community College,3.0,C. Wooten,ENG,111,2WER (8515),Writing and Inquiry,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6389,Davidson County Community College,3.0,G. Jolliff,ENG,112,1A (6636),Writing/Research in the Disc,08:00AM - 09:45AM, Gee Bldg, S222This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6390,Davidson County Community College,3.0,M. Williamson,ENG,112,1B (6637),Writing/Research in the Disc,10:00AM - 11:45AM, Gee Bldg, S208Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6391,Davidson County Community College,3.0,S. Scarboro,ENG,112,1WA (6657),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6392,Davidson County Community College,3.0,C. Cook,ENG,112,1WB (6658),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
